,title,author,count,asin_list,narrator_count,narrator_list
4989,The Illuminations,Andrew O'Hagan,2,"['B00WVGDLL6', 'B01573J942']",2,"['Cathleen McCarron', 'Gildart Jackson']"
4992,The Hypnotist,Lars Kepler,2,"['B07FKWFY9M', 'B0050PSFP2']",2,"['Saul Reichlin', 'Eamonn Riley']"
4995,Edge of Honor,Gilbert Morris,2,"['B005Q0WTBW', 'B004IMGL40']",2,"['Ed Sala', 'Dick Hill']"
4998,The Dark Room,Jonathan Moore,2,"['B01MZ3Y74X', 'B01MRXT6B8']",2,"['Tim Flavin', 'David Colacci']"
5000,George's Secret Key to the Universe,"Lucy Hawking, Stephen Hawking",2,"['B002VAEPQC', 'B0032NANZO']",2,"['James Goode', 'Hugh Dancy']"
5003,George and Robert Stephenson,Samuel Smiles,2,"['B07TK2PWRB', 'B01KM13Q9S']",2,"['John Roland', 'Stanley Green']"
5007,The Dark Vineyard,Martin Walker,2,"['B0036A9WOQ', 'B004V4OB4C']",2,"['Robert Ian Mackenzie', 'Bill Wallis']"
5008,The Hunt for Red October,Tom Clancy,2,"['B07D2HN6PP', 'B078XLLJBN']",2,"['Lance C Fuller', 'Scott Brick']"
5009,Effi Briest,Theodor Fontane,2,"['B07FYTQ1GX', '1781982686']",2,"['Lucy Scott', 'Margaret Espaillat']"
5010,The Dark Wild,Piers Torday,2,"['B00R6VAWRM', 'B00JG975PY']",2,"['Oliver Hembrough', 'Oliver Hembrugh']"
5011,Genome,Matt Ridley,2,"['B004JKFQO2', 'B077G6BPBV']",2,"['Simon Prebble', 'Paul Matthews']"
5013,Eggshells,Caitriona Lally,2,"['B06XDV2NVB', '0008324425']",2,"['Alana Kerr Collins', 'Olivia Caffrey']"
5015,The Darkest Day,Tom Wood,2,"['B0147Q1OWA', 'B014X4CV8W']",2,"['Daniel Philpott', 'Rob Shapiro']"
5016,Eiger Dreams,Jon Krakauer,2,"['B002V1OH4Q', 'B076H8Q7ZL']",2,"['Jon Krakauer', 'Philip Franklin']"
5018,Eight Hundred Grapes,Laura Dave,2,"['B00XNHMZKK', 'B011PPO7DE']",2,"['Joy Osmanski', 'Laurence Bouvard']"
5020,Edge of Darkness,Karen Rose,2,"['B078MSX4XT', 'B074MGWTWS']",2,"['Susie James', 'Hillary Huber']"
5021,Edge of Danger,Jack Higgins,2,"['B00IA3C3I6', 'B01I5QO48O']",2,"['Jonathan Oliver', 'Michael Page']"
5026,Echopraxia,Peter Watts,2,"['B00OGKTAV0', '1974928446']",2,"['Adam J. Rough', 'Adam J Rough']"
5027,The Iliad,"Homer, Samuel Butler - translator",2,"['B007NA7ZA8', 'B002V0GI9E']",2,"['Matthew Josdal', 'John Lescault']"
5028,The Danish Girl,David Ebershoff,2,"['B0037STF9E', 'B01861BMEW']",2,"['Joe Jameson', 'Jeff Woodman']"
5029,The Iliad,Homer,2,"['B002V5BED4', 'B010MZA42Q']",2,"['David McCallion', 'Anthony Heald']"
5032,The Dante Club,Matthew Pearl,2,"['B002V5GZ7O', 'B002V1BNES']",2,"['John Siedman', 'Boyd Gaines']"
5036,The Identicals,Elin Hilderbrand,2,"['B06Y4LYS21', 'B06Y1BRZRV']",2,"['Laurel Lefkow', 'Erin Bennett']"
5040,Ed King,David Guterson,2,"['B005R4V4VS', 'B0077SIHSU']",2,"['William Hope', 'Arthur Morey']"
5041,Eden,Candice Fox,2,"['B07FF451G6', 'B01GSFFKU0']",2,"['Stephen Shanahan', 'Lani John Tupu']"
5042,The Icebound Land,John Flanagan,2,"['0593106725', 'B0048F3SO8']",2,"['John Keating', 'William Zappa']"
5043,Get Lucky,Katherine Center,2,"['B007GE22FE', 'B0055U6FR2']",2,"['Morgan Hallett', 'Vanessa Hart']"
5044,The Ice Queen,Nele Neuhaus,2,"['B00R3HC4EI', 'B00SW77UQU']",2,"['Nicholas Bell', 'Robert Fass']"
5052,The Cunning Man,Robertson Davies,2,"['B00QJFBRFC', 'B002V081OY']",2,"['Frederick Davidson', 'George Guidall']"
5055,The Island,Victoria Hislop,2,"['B0032N8EYG', 'B0032N3XA6']",2,"['Sandra Duncan', 'Emilia Fox']"
5066,The Iron Hand of Mars,Lindsey Davis,2,"['B0163K57Y4', 'B00U0G5BYY']",2,"['Simon Prebble', 'Gordon Griffin']"
5067,Girl with a Pearl Earring,Tracy Chevalier,2,"['B002V1A4FM', 'B00BQGAZRK']",2,"['Ruth Ann Phimister', 'Hattie Morahan']"
5069,The Inheritor's Powder,Sandra Hempel,2,"['B00FRINJPS', 'B00F0U53T8']",2,"['Patience Tomlinson', 'John Curran']"
5072,The Creeps,John Connolly,2,"['B00F8M7JRM', 'B00FL3PSUI']",2,"['Luke Thompson', 'Tim Gerard Reynolds']"
5075,The Invisible Wall,Harry Bernstein,2,"['B002V8LI3M', 'B004OFJUHQ']",2,"['John Lee', 'Sam Kelly']"
5078,The Invisible Man,Herbert George Wells,2,"['B002VA3DYC', 'B004EUOL20']",2,"['Shane Sody', 'Dick Hill']"
5079,Dust,Hugh Howey,2,"['B00ELMX0HS', 'B00FY0HVJY']",2,"['Susannah Harker', 'Tim Gerard Reynolds']"
5081,Dust,Patricia Cornwell,2,"['B00ELLQPDU', 'B00J8VJ77Y']",2,"['Lorelei King', 'Kate Reading']"
5085,The Island of Doctor Moreau,H. G. Wells,2,"['B0044UWPR8', 'B011DE0YY8']",2,"['Greg Wagland', 'Shane Sody']"
5086,The Island of Dr. Moreau,H. G. Wells,2,"['B005D9414O', 'B01E7MQPVY']",2,"['Simon Prebble', 'Gordon Griffin']"
5087,The Jester,"James Patterson, Andrew Gross",2,"['B002V8LA4Y', 'B00EZSTYXC']",2,"['Neil Dickson', 'Neil Dixon']"
5088,The Jennifer Morgue,Charles Stross,2,"['B00DUDNX58', 'B003E8AA2I']",2,"['Gideon Emery', 'Jack Hawkins']"
5089,The Jefferson Lies,David Barton,2,"['B07KPLFC6G', 'B007TLTEEG']",2,"['Bill DeWees', 'David Barton']"
5092,Drop Dead Beautiful,Jackie Collins,2,"['B002V0LSSK', 'B002V8MN8Q']",2,"['Jonathan Davis', 'Jackie Collins']"
5093,The Janus Stone,Elly Griffiths,2,"['B0049O2OJI', 'B005F0ITYY']",2,"['Jane McDowell', 'Clare Corbett']"
5103,The Country Beyond,James Oliver Curwood,2,"['B079WVMG2H', 'B002V0ABTM']",2,"['Ric Benson', 'Jack Brown']"
5112,The Cove,Ron Rash,2,"['B007VQXDAU', 'B00S09ZTT0']",2,"['Merritt Hicks', 'Jennifer Woodward']"
5113,Dual Citizens,Alix Ohlin,2,"['1984891766', '1405545283']",2,"['Therese Plummer', 'Thérèse Plummer']"
5114,The Invisible Guardian,Dolores Redondo,2,"['B01BI28UG4', 'B00VUPGCLA']",2,"['Emma Gregory', 'Coleen Marlo']"
5117,Gifted and Talented,Wendy Holden (Romance Author),2,"['B00EZSV05M', 'B00FVWK3ZY']",2,"['Suzy Aitchison', 'Sarah Feathers']"
5118,The Crown,Nancy Bilyeau,2,"['B006VFL6CY', 'B00IYUG5LG']",2,"['Nicola Barber', 'Charlie Norfolk']"
5119,Dying in the Wool,Frances Brody,2,"['B007C7MJDU', 'B01DT8E6V8']",2,"['Nicola Barber', 'Sandra Hunt']"
5122,The Insidious Dr. Fu-Manchu,Sax Rohmer,2,"['B002UZI41U', 'B00A6F37GS']",2,"['John Bolen', 'B. J. Harrison']"
5123,The Cruelest Miles,"Gay Salisbury, Laney Salisbury",2,"['B002UUFVX4', 'B002V8MCUA']",2,"['Margot Dionne', 'Barrett Whitener']"
5125,The Inside Ring,Michael Lawson,2,"['B002V8LKUI', 'B002UZN4H4']",2,"['Scott Brick', 'Peter Bradbury']"
5126,Dynasty,Tom Holland,2,"['B0163K5H1C', 'B00XK7B9TQ']",2,"['Derek Perkins', 'Mark Meadows']"
5127,Ghostwritten,David Mitchell,2,"['B00BTFC6RU', 'B0032N8NF6']",2,"['various', 'William Rycroft']"
5128,The Cry of the Icemark,Stuart Hill,2,"['B002V0PYK8', 'B002V1JZFM']",2,"[""Heather O'Neill"", 'Sian Thomas']"
5129,Ghostwalk,Rebecca Stott,2,"['B002V8LEUO', 'B002V8KP7W']",2,"['Rosalyn Landor', 'Susan Duerden']"
5133,The Innocents,Francesca Segal,2,"['B0085Y1R7I', 'B00D7G8K1A']",2,"['Antonia Beamish', 'Rosalyn Landor']"
5135,The Innocent,Taylor Stevens,2,"['B006GHB4MY', 'B0088PHNN6']",2,"['Hilary Huber', 'Hillary Huber']"
5136,The Innocent,Ian McEwan,2,"['B00S1L20X0', 'B002V5DABI']",2,"['John Franklyn-Robbins', 'Steven Pacey']"
5138,The Innocence of Father Brown,G.K. Chesterton,2,"['B01MF65IRW', 'B002UZMQAA']",2,"['John Horton', 'Alastair Cameron']"
5139,The Innocence of Father Brown,G. K. Chesterton,2,"['B00GWMQF0Y', 'B0074BC8WG']",2,"['Frederick Davidson', 'Flo Gibson']"
5142,The Inner Life of Animals,Peter Wohlleben,2,"['B0778NS7FG', 'B075X3724L']",2,"['Thomas Judd', 'Mike Grady']"
5144,The Culture Code,Daniel Coyle,2,"['B077BPKPZQ', 'B07GH45CRZ']",2,"['Will Damron', 'Alex McMorran']"
5147,The Invisible Circus,Jennifer Egan,2,"['B007X55Q68', 'B073JYJCFK']",2,"['Madeleine Lambert', 'Madeline Lambert']"
5148,The Crowded Grave,Martin Walker,2,"['B008RO92C8', 'B006UKDYMU']",2,"['Robert Ian Mackenzie', 'Bill Wallis']"
5153,The Critique of Pure Reason,Immanuel Kant,2,"['B073XTSBHX', 'B07NRR2ZK6']",2,"['Johann Zeiger', 'Martin Wilson']"
5154,The Crocodile Bird,Ruth Rendell,2,"['B006IWBN78', 'B003XFW8GS']",2,"['Juliet Stevenson', 'Jill Tanner']"
5157,The Invention of Murder,Judith Flanders,2,"['1977349811', 'B004JXSL64']",2,"['Janice McKenzie', 'Jennifer M. Dixon']"
5166,The Cross and the Switchblade,David Wilkerson,2,"['B004J6YWFU', 'B002V8N8ZI']",2,"['Paul Michael', 'Raymond Todd']"
5170,The Interruption of Everything,Terry McMillan,2,"['B002V8KKPO', 'B002V8MMPA']",2,"['Lynn Whitfield', 'Desiree Taylor']"
5171,The Crossing Places,Elly Griffiths,2,"['B002V9Z6ZC', 'B0049OH1QO']",2,"['Jane McDowell', 'Julie Maisey']"
5172,The Interpretation of Murder,Jed Rubenfeld,2,"['B002V8DJOI', 'B002V00V3I']",2,"['Kirby Heyborne', 'Ron Rifkin']"
5177,The Last Human,Zack Jordan,2,"['0593167864', '1473651298']",2,"['Patricia Rodriguez', 'Bahni Turpin']"
5180,Hard Time,Shaun Attwood,2,"['B0767MRQZ3', 'B00BEMELQ2']",2,"['Peter Batchelor', 'Randal Schaffer']"
5183,Hard Tack and Coffee,John D. Billings,2,"['B002V5J3AA', 'B002V59U9O']",2,"['Edward Lewis', 'Jim Roberts']"
5185,The Brewer of Preston,Andrea Camilleri,2,"['B00QW0JP8A', 'B07B9L94RV']",2,"['Grover Gardner', 'Mark Meadows']"
5189,Hard Girls,Martina Cole,2,"['B007IKTIT4', 'B006WQ9ICW']",2,"['Annie Aldington', 'Nicola Duffett']"
5190,Hard Cold Winter,Glen Erik Hamilton,2,"['B019PI37M0', 'B01IUC4L3G']",2,"['R. C. Bray', 'Jeff Harding']"
5193,The Lost Girls of Rome,Donato Carrisi,2,"['B00B9HHBLE', 'B00GT4848Q']",2,"['Saul Reichlin', 'David Doersch']"
5199,The Broken Bridge,Philip Pullman,2,"['B004RCBFJ2', 'B005IRY56A']",2,"['Mriam Margolyes', 'Miriam Margolyes']"
5202,Happy Hour in Hell,Tad Williams,2,"['B00F0WQQ9M', 'B00F63R3UQ']",2,"['Tim Flavin', 'George Newbern']"
5203,Desire Unchained,Larissa Ione,2,"['B004T4KM6U', 'B004J6NAVC']",2,"['Hilary Huber', 'Hillary Huber']"
5205,The Broken Girls,Simone St. James,2,"['B07B8S781D', 'B077KFHDCC']",2,"['Rebecca Lowman', 'Sarah Borges']"
5210,Hard Truth,Nevada Barr,2,"['B002V0KTT4', 'B002VA9DSC']",2,"['Joyce Bean', 'Barbara Rosenblat']"
5211,The Breakdown Lane,Jacquelyn Mitchard,2,"['B002V0QPE2', 'B002V5D6IK']",2,"['Jacquelyn Mitchard', 'Anna Fields']"
5216,The Boys from Brazil,Ira Levin,2,"['B01M8O9POU', 'B00KWGM4H4']",2,"['Mark Meadows', 'Simon Prebble']"
5217,Democracy in America,Alexis de Tocqueville,2,"['B0044EOCA2', 'B00408R7CC']",2,"['Frederick Davidson', 'John Pruden']"
5219,The Lovely Bones,Alice Sebold,2,"['B0030V0UAQ', 'B002V1A380']",2,"['Alyssa Bresnahan', 'Alice Sebold']"
5221,Demolition Angel,Robert Crais,2,"['B002UZJIP6', 'B00G2K9ERM']",2,"['Paul Hecht', 'Patricia Kalember']"
5222,The Loveliest Chocolate Shop in Paris,Jenny Colgan,2,"['B078KH6ZYP', 'B00BNGW0NA']",2,"['Penelope Rawlins', 'Beverley A. Crick']"
5224,Harm Done,Ruth Rendell,2,"['B005CRA98Y', 'B002V8HH8C']",2,"['Davina Porter', 'Nigel Anthony']"
5228,Hark!,Ed McBain,2,"['B004JXAXQA', 'B002V1A3MQ']",2,"['Michael Arkin', 'Ron McLarty']"
5230,The Brandons,Angela Thirkell,2,"['B01KGHR6G2', 'B002V5CQFY']",2,"['Jilly Bond', 'Nadia May']"
5233,The Lotterys Plus One,Emma Donoghue,2,"['B06X9YCTVY', 'B06XVYDKXJ']",2,"['Julie Rogers', 'Thérèse Plummer']"
5234,The Lotterys More or Less,Emma Donoghue,2,"['B07HHDRWJP', 'B07LH1XB7R']",2,"['Julie Rogers', 'Thérèse Plummer']"
5235,The Lost and the Found,Cat Clarke,2,"['B01KB9ULGW', 'B011WFTCP0']",2,"['Jane Collingwood', 'Katharine McEwan']"
5236,Hardball,Sara Paretsky,2,"['B002V0QT7A', 'B006GUUXDC']",2,"['Liza Ross', 'Susan Ericksen']"
5242,Devices and Desires,P. D. James,2,"['B007Y8MOM8', 'B00SXHOMRE']",2,"['Daniel Weyman', 'Penelope Dellaporta']"
5243,Determined to Believe?,John C. Lennox,2,"['B079MCCHQC', 'B0799RN3Y3']",2,"['Paul Gregory', 'William Crockett']"
5244,The Burden of Proof,Scott Turow,2,"['B003J9V6WA', 'B01F3T4J36']",2,"['John Bedford Lloyd', 'Robert G. Slade']"
5245,Detour,James Siegel,2,"['B002V8DGSW', 'B002V8MNBI']",2,"['Paul Boehmer', 'Holter Graham']"
5246,The Burgess Animal Book for Children,Thornton W. Burgess,2,"['B075K1HXV7', 'B086R6KXBD']",2,"['Ginger Walton', 'Tom Weiss']"
5249,The Long Run,Catriona Menzies-Pike,2,"['B071Z8RVKS', 'B01MQSTCS1']",2,"['Zehra Jane Naqvi', 'Olivia Mackenzie-Smith']"
5250,The Long Room,Francesca Kay,2,"['B01M0DXGKN', 'B01HQPPFMO']",2,"['Finlay Robertson', 'Michael Healy']"
5253,Hammered,Kevin Hearne,2,"['B0057HS0NK', 'B00CXS22US']",2,"['Christopher Ragland', 'Luke Daniels']"
5258,Devil May Care,Sebastian Faulks,2,"['B0036K1Y42', 'B0036IN8YS']",2,"['John Lee', 'Jeremy Northam']"
5259,The Long Flight Home,Alan Hlad,2,"['1684417716', '0655613390']",2,"['Simon Vance', 'Roger May']"
5260,The Burning Land,Bernard Cornwell,2,"['B0035YQ0PC', 'B0036KSDBE']",2,"['Stephen Perring', 'John Lee']"
5261,The Long Earth,"Terry Pratchett, Stephen Baxter",2,"['B0089EBG84', 'B008646RKY']",2,"['Michael Fenton Stevens', 'Michael Fenton-Stevens']"
5268,Devil's Corner,Lisa Scottoline,2,"['B002V8L5GC', 'B077G6HRSS']",2,"['Barbara Rosenblat', 'Kate Burton']"
5269,The Bus on Thursday,Shirley Barrett,2,"['B07FKTQ33D', '1528841131']",2,"['Ainslie McGlynn', 'Katherine Littrell']"
5275,Happiness Sold Separately,Lolly Winston,2,"['B002V5J3NW', 'B002V5GXVW']",2,"['Cassandra Campbell', 'Melinda Wade']"
5277,The Lords of the North,Bernard Cornwell,2,"['B00JQEK2G8', 'B0038EJ9ZM']",2,"['Jamie Glover', 'Jonathan Keeble']"
5279,Desperation Road,Michael Farris Smith,2,"['B01N6ZA30T', 'B01NAVHERO']",2,"['Robin Bloodworth', 'Adam Sims']"
5283,The Brothers Karamazov,"Fyodor Dostoyevsky, Constance Garnett - translator",2,"['B01M1221N5', 'B002V0QORU']",2,"['Tim Pigott-Smith', 'Alastair Cameron']"
5284,Destined,Aprilynne Pike,2,"['B007VQXVY8', 'B007W4ZK2K']",2,"['Mandy Seyfried', 'Mandy Siegfried']"
5285,Hans Brinker or The Silver Skates,Mary Mapes Dodge,2,"['B002V0Q3QW', 'B002V8KVXU']",2,"['Flo Gibson', 'John McDonough']"
5291,Hangman,Faye Kellerman,2,"['B003WZ34K8', 'B0056BLE8U']",2,"['Mitch Greenberg', 'Mitchell Greenberg']"
5292,Hangman,Daniel Cole,2,"['B07BB4JFH9', 'B076J11DR4']",2,"['Andrew Wincott', 'Alex Wyndham']"
5295,Hanging Hill,Mo Hayder,2,"['B0073O1DF2', 'B005M4NA42']",2,"['Julia Barrie', 'Rosalyn Landor']"
5297,"The Long Way to a Small, Angry Planet",Becky Chambers,2,"['0062969536', 'B00W8DCTJ2']",2,"['Patricia Rodriguez', 'Rachel Dulude']"
5299,The Long Way Home,Louise Penny,2,"['B00I10YNN6', 'B00P9VNNYK']",2,"['Adam Sims', 'Ralph Cosham']"
5304,"Harry Potter and the Chamber of Secrets, Book 2",J.K. Rowling,2,"['B017V4IWVG', 'B017V6627U']",2,"['Jim Dale', 'Stephen Fry']"
5305,Deep Dish,Mary Kay Andrews,2,"['B01F7NP338', 'B002VA3GHG']",2,"['Isabel Keating', 'Julia Gibson']"
5307,The Book of Lost Things,John Connolly,2,"['B007BF3FAE', 'B002V0KER6']",2,"['Nick Rawlinson', 'Steven Crossley']"
5308,The Book of Lost and Found,Lucy Foley,2,"['B00Y1R62ZA', 'B00R59YT88']",2,"['Jessica Ball', 'Fiona Hardingham']"
5310,The Mammoth Hunters,Jean M. Auel,2,"['B00KQV50WQ', 'B002V5CMXK']",2,"['Sandra Burr', 'Rowena Cooper']"
5314,Deep Blue Sea,Tasmina Perry,2,"['B00I5TO6GM', 'B00DZPP9DK']",2,"['Jilly Bond', 'Sarah Feathers']"
5315,He's Got to Go,Sheila O'Flanagan,2,"['B003MYPVSM', '1472262565']",2,"['Caroline Lennon', 'Shelley Atkinson']"
5316,The Book of Phoenix,Nnedi Okorafor,2,"['B015JH5G52', 'B00W688T2K']",2,"['Patricia Rodriguez', 'Robin Miles']"
5317,The Book of Psalms,King James Version,2,"['B01FT6QIDM', 'B07CMD4S4T']",2,"['Daniel David Jensen', 'Hillary Hawkins']"
5319,He Knew He Was Right,Anthony Trollope,2,"['B01MAWCBPQ', 'B07NVT4VFZ']",2,"['Harriet Reese', 'Nigel Patterson']"
5320,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,2,"['B017WJ5ZK6', 'B017WPHQHK']",2,"['Jim Dale', 'Stephen Fry']"
5324,The Making of Modern Economics,Mark Skousen,2,"['B002V01ALU', 'B002V9Z2GA']",2,"['Patrick Cullen', 'William Hughes']"
5325,The Making of Modern Britain,Andrew Marr,2,"['B01M0P3BCJ', 'B0036GPVX6']",2,"['Andrew Marr', 'David Timson']"
5326,The Book of Speculation,Erika Swyler,2,"['B010QV9HY2', 'B00XZ1NFA8']",2,"['Ari Fliakos', 'Johnny Carr']"
5329,The Majesty of the Law,Sandra Day O'Connor,2,"['B002UUKYPO', 'B002V5D9SC']",2,"['Bernadette Dunne', ""Sandra Day O'Connor""]"
5337,Head over Heels,Jill Mansell,2,"['B0755P9Y7Z', 'B01AWUQ2S6']",2,"['Gemma Dawson', 'Patricia Gallimore']"
5338,The Man from Saigon,Marti Leimbach,2,"['B003BKT3OK', 'B00A8N8BK0']",2,"['Jennifer Woodward', 'Susan Ericksen']"
5343,The Man Who Would Be King and Other Stories,Rudyard Kipling,2,"['B00X6F59K2', 'B002V019UM']",2,"['Sean Barrett', 'Fred Williams']"
5345,Deathworld,Harry Harrison,2,"['B0058DT136', 'B077T8TBK2']",2,"['Frank Harrison', 'Jim Roberts']"
5347,Deceit,James Siegel,2,"['B005FYKAP6', 'B002V0TKDU']",2,"['Jeff Harding', 'Phil Sheridan']"
5350,December 6,Martin Cruz Smith,2,"['B002V8OGJU', 'B01LY1I2G0']",2,"['L. J. Ganser', 'John Slattery']"
5351,The Man Who Loved Children,Christina Stead,2,"['B002VAEZCQ', 'B00BJ88OVE']",2,"['C. M. Hebert', 'Fiona Press']"
5352,The Man Who Knew Too Much,G. K. Chesterton,2,"['B00767TEW0', 'B077H6BWGL']",2,"['Derek Perkins', 'Harold Wiederman']"
5353,The Man Who Knew,Sebastian Mallaby,2,"['B01LXPKYKA', 'B074G2DWT6']",2,"['Adam Sims', 'Dan Woren']"
5356,Decider,Dick Francis,2,"['B004MAPI7O', 'B002V1C1WQ']",2,"['Tony Britton', 'Simon Prebble']"
5358,Headlong,Michael Frayn,2,"['B002V8M9DA', 'B005OKSM6U']",2,"['Frederick Davidson', 'Steven Crossley']"
5359,Decision Points,George W. Bush,2,"['B004AMDFGK', 'B004AGWFW6']",2,"['Ron McLarty', 'George W. Bush']"
5360,The Man Who Climbs Trees,James Aldred,2,"['B07CQ5TSS8', 'B074N7MY96']",2,"['Samuel Roukin', 'James Aldred']"
5362,The Man Who Broke into Auschwitz,"Denis Avey, Rob Broomby",2,"['B00557LLK6', 'B005AOGSOI']",2,"['Sean Barrett', 'James Langton']"
5365,The Book of Were-Wolves,Sabine Baring-Gould,2,"['B007BFCDUW', 'B07SH254TB']",2,"['Bernard Clark', 'Christopher Romance']"
5366,Hawk Quest,Robert Lyndon,2,"['B00CS52YTA', 'B006QC9QTC']",2,"['Ric Jerrom', 'Fleet Cooper']"
5371,The Bourne Supremacy,Robert Ludlum,2,"['B002V0KF98', 'B0076N6QVQ']",2,"['Jeff Harding', 'Scott Brick']"
5372,The Bourne Ultimatum,Robert Ludlum,2,"['B002V8DGJG', 'B00757ZBUU']",2,"['Jeff Harding', 'Scott Brick']"
5375,Haters,Alisa Valdes-Rodriguez,2,"['B00B1F0ZP8', 'B002V1OIPE']",2,"['Johanna Parker', 'Flora Diaz']"
5379,The Boy Who Followed Ripley,Patricia Highsmith,2,"['B006WP7CGC', 'B01LVZ5RZS']",2,"['Peter Brooke', 'Kevin Kenerly']"
5388,The Boy at the Keyhole,Stephen Giles,2,"['B07F42P912', '0143792822']",2,"['Joel Froomkin', 'Kevin Spink']"
5390,"Harry Potter and the Prisoner of Azkaban, Book 3",J.K. Rowling,2,"['B017V4JA2Q', 'B017WGK7Q6']",2,"['Jim Dale', 'Stephen Fry']"
5393,"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,2,"['B017V4NMX4', 'B017WO34IQ']",2,"['Jim Dale', 'Stephen Fry']"
5394,"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,2,"['B017V4NOZ0', 'B017WOS4XG']",2,"['Jim Dale', 'Stephen Fry']"
5395,"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,2,"['B017V4NUPO', 'B017WJH2HK']",2,"['Jim Dale', 'Stephen Fry']"
5397,Haunted Christmas,Pat Herbert,2,"['B07DF967NG', 'B01L0F7X1C']",2,"['Karl R. Hart', 'Angus Freathy']"
5400,Deep Water,Patricia Highsmith,2,"['B01LVWKO9F', 'B00HES3NPK']",2,"['Paul Boehmer', 'John Chancer']"
5401,The Book of the Dead,"Douglas Preston, Lincoln Child",2,"['B002V8HFWK', 'B002V8MDTU']",2,"['Rene Auberjonois', 'Scott Brick']"
5404,Deeper,"Roderick Gordon, Brian Williams",2,"['B002V1BMSK', 'B002V0K1IS']",2,"['Paul Chequer', 'Steven Crossley']"
5416,The Border Legion,Zane Grey,2,"['B00JVZB67G', 'B002UZDX3Y']",2,"['John Bolen', 'Jim Roberts']"
5418,Defending Jacob,William Landay,2,"['B006YD7YZ6', 'B007RYX9KU']",2,"['Grover Gardner', 'Eric Meyers']"
5420,Defending Your Faith,R. C. Sproul,2,"['B00E819G0C', 'B002V8OG7C']",2,"['R. C. Sproul', 'Robertson Dean']"
5423,The Madwoman Upstairs,Catherine Lowell,2,"['B01BVRF0TQ', 'B01B23MSJE']",2,"['Caitlin Thorburn', 'Katie Koster']"
5425,Haunted Ground,Erin Hart,2,"['B002V5COTM', 'B002UZDSPW']",2,"['John Keating', 'Jennifer McMahon']"
5426,Haunted Empire,Yukari Iwatani Kane,2,"['B00ISCVV8M', 'B00I8OW9R2']",2,"['Arielle deLisle', 'Arielle DeLisle']"
5427,The Lonely City,Olivia Laing,2,"['B01GGEBRMS', 'B01LWZ3LT9']",2,"['Susan Lyons', 'Zara Ramm']"
5429,The Lone Ranger Rides,Fran Striker,2,"['B00BNYLSTE', 'B079Y9DF9T']",2,"['Jack Brown', 'Jeff Wiens']"
5430,Divorcing Jack,Colin Bateman,2,"['B00EOU5AAM', 'B00BFXCRN4']",2,"['Glen Murrant', 'Adam Moore']"
5432,The Law and the Word,Thomas Troward,2,"['B007C42MGM', 'B0757PWX99']",2,"['Paul Darn', 'Tony Cousins']"
5434,Divine Evil,Nora Roberts,2,"['B002V8HANY', 'B002V8LFH6']",2,"['Kimberly Farr', 'Kate Firth']"
5438,The Lathe of Heaven,Ursula K. Le Guin,2,"['B01M1N5CQ2', '1473230691']",2,"['Adam Sims', 'George Guidall']"
5439,The Late Scholar,Jill Paton Walsh,2,"['B00WF8NUYI', 'B00K33O4QA']",2,"['Gordon Griffin', 'Matthew Brenher']"
5444,Djibouti,Elmore Leonard,2,"['B0048HEIH2', 'B006X4ER9M']",2,"['Tim Cain', 'Nick Landrum']"
5446,The Last Witness,Denzil Meyrick,2,"['B019XG0G32', 'B01M3NVRG5']",2,"['David Monteath', 'Tim Gerard Reynolds']"
5450,The Chestnut Soldier,Jenny Nimmo,2,"['B002V1O1N8', 'B0041H8U2I']",2,"['John Keating', 'Sian Phillips']"
5456,Do Not Disturb,Tilly Bagshawe,2,"['B0036NDRI0', 'B00CPP6O94']",2,"['Barbara Rosenblat', 'Kate Rudd']"
5457,The Child Finder,Rene Denfeld,2,"['B0731M8JR7', 'B074QR1N2Z']",2,"['Alyssa Bresnahan', 'Katherine Fenton']"
5458,The Child Thief,Dan Smith,2,"['B00ESI0YQ0', 'B00XD36X52']",2,"['Nigel Carrington', 'Bronson Pinchot']"
5459,Grey Sister,Mark Lawrence,2,"['B078PQF3HG', 'B07BH471NR']",2,"[""Heather O'Neill"", 'Helen Duff']"
5462,The Law of Second Chances,James Sheehan,2,"['B002V8KTIW', 'B004OTCRZ4']",2,"['Vincent Marzello', 'Dick Hill']"
5465,The Left Hand of God,Paul Hoffman,2,"['B0036LRHB0', 'B003NAQ8F0']",2,"['Sean Barrett', 'Steve West']"
5466,Ground Truth,Patrick Bishop,2,"['B00319LALK', 'B0036GTKGU']",2,"['Colin Salmon', 'Michael Tudor Barnes']"
5468,The Leavenworth Case,Anna Katherine Green,2,"['B00GUP6FXA', 'B002V0QV96']",2,"['Steve Marvel', 'Jim Killavey']"
5470,The Chain,Adrian McKinty,2,"['1409189627', '0733643000']",2,"['January LeVoy', 'January LaVoy']"
5471,The Chairman,Stephen Frey,2,"['B002V8N0KG', 'B002V0M1QS']",2,"['Erik Singer', 'Scott Brick']"
5472,The Chalice,Nancy Bilyeau,2,"['B009RT23GY', 'B00OZY4I82']",2,"['Nicola Barber', 'Charlie Norfolk']"
